id,vote,program,subvote,item,fy12,fy13,fy14
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Hospitality Supplies And Services,3000000,18500000,47120000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Routine Maintenance And Repair Of Vehicles And,15877854,72000000,93000000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Routine Maintenance And Repair Of Office Equipment,0,0,15000000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Current Subsidies Non Protit Organizations,7451290,9336400,394400
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Current Grant To Non Financial Public,530947820,876483800,637283800
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Acquisition Ofoffice And General Equipment Ll,420000,60200000,29000000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Basic Salaries Pensionable Posts,11366112809,13148619000,13552728000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Personal Allowances Ln-kind,48900000,54060000,76500000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Fuel Oils lubricants,215590034,466584656,269035000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Training Domestic,0,6500000,0
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Travel Out Of Country,0,60000000,11416000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Routine Maintenance And Repair Of Office Equipment,10000000,30000000,14800000
46,Ministry Of Education And Vocational Training,General Education,Commissioner For Education,Acquisition Of Household &amp; Institutional Equipment,0,18200000,1300000
46,Ministry Of Education And Vocational Training,General Education,Basic Education,Basic Salaries Pensionable Posts,538150486,569225000,534442000
46,Ministry Of Education And Vocational Training,General Education,Basic Education,Personal Allowances In-kind,10265000,20400000,27600000
46,Ministry Of Education And Vocational Training,General Education,Basic Education,Fuel Oils lubricants,15050000,21762500,21800000
46,Ministry Of Education And Vocational Training,General Education,Basic Education,; Travel Out Of Country,0,2000000,0
46,Ministry Of Education And Vocational Training,General Education,Basic Education,Hospitality Supplies And Services,72080000,38800000,23400000
46,Ministry Of Education And Vocational Training,General Education,Basic Education,Other Operating Expenses,4494000,500000,500000
46,Ministry Of Education And Vocational Training,General Education,Basic Education,Routine Maintenance And Repair Of Office Equipment,18300000,1075600,11000000
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Basic Salaries Pensionable Posts,450098000,578558000,19416000
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Personal Allowances ;ln-kind,7085000,39960000,35640000
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Utilities Supplies And Services,12000000,6000000,10380000
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Rental Expenses,2000000,24000000,59400000
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Training Foreign,0,0,12000000
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Travel Out Of Country,0,185609600,21132200
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Educational Material Supplies And Services,1000000,676380000,0
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Other Operating Expenses,3000000,760250,760300
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Routine Maintenance And Repair Of Office Equipment,2500000,1100400,1100400
46,Ministry Of Education And Vocational Training,General Education,Adult Education &amp; Non Formal Education,Acquisition Of Household &amp; Institutional Equipment,0,12000000,0
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Personnel Allowances (non-discretionary),828978355,21500000,116600000
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Fuel Oils lubricants,61800000,47520000,53790000
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Medical Supplies And Services,0,0,2500000
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Travel In - Country,543771000,294830000,292950000
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Communications &amp; Information,6600000,3536000,25840000
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Routine Maintenance And Repair Of Vehicles And,59600100,37000000,46500000
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Routine Maintenance And Repair Of Office Equipment,6200000,1601000,0
46,Ministry Of Education And Vocational Training,Secondary Education,Adult Education &amp; Non Formal Education,Acquisition Of Household &amp; Institutional Equipment,0,0,4800000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Basic Salaries Pensionable Posts,21079312209,22966432000,24810229000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Personal Allowances In-kind,23400000,35460000,14100000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Fuel Oils lubricants,134480000,161500000,230250000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Rental Expenses,7239517,10000000,22400000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Training Foreign,0,50400000,7200000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Travel Out Of Country,29000000,32904000,64704000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Educational Material Supplies And Services,28000000,409629777,340600000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Food Supplies And Services,8292110160,8665275528,7969500000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Routine Maintenance And Repair Of Buildings,0,0,8500000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Routine Maintenance And Repair Of Office Equipment,6000000,11000000,64000000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Acquisition Of Household &amp; Institutional Equipment,0,18000000,12000000
46,Ministry Of Education And Vocational Training,Teachers&apos; Training,Teacher Education,Acquisition Of Office And General Equipment,0,0,100706000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Higher Education,Educational Material Supplies And Services,10876000,485626600,493348000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Higher Education,Other Operating Expenses,3194503,13000000,71000000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Higher Education,Routine Maintenance And Repair Of Office Equipment,0,2000000,2000000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Higher Education,Current Grants To Financial Public Units,316034792618,310855621100,308946416100
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Higher Education,Acquisition Of Office And General Equipment,2050000,0,0
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Basic Salaries Pensionable Posts,152940999,126385000,130104000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Personal Allowances Ln-kind,1800000,16300000,48780000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Fuel Oils lubricants,17859570,27750000,34150000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Travel In - Country,36202503,143160000,137840000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Communications &amp; Information,1500000,4938400,1900000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Food Supplies And Services,0,1106175000,1110690000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Routine Maintenance And Repair Of Machinery,2525000,0,0
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Routine Maintenance And Repair Of Office Equipment,0,4000000,2600000
46,Ministry Of Education And Vocational Training,Higher And Technical Education,Techn. And Vocational Training Division,Current Grant To Non Financial Public,1755518940,3124975000,1715644000
