id,vote,program,subvote,item,fy12,fy13,fy14
31,Vice President&apos;s Oftice,(unknown),And Communication Techn Unit,Routine Maintenance And Repair Of Oflice Equipment,0,4000000,9000000
31,Vice President&apos;s Oftice,(unknown),And Communication Techn Unit,Acquisition Of Household &amp; Institutional Equipment,0,5000000,0
31,Vice President&apos;s Oftice,(unknown),Services Unit,Fuel Oils .lubricants,0,2000000,2500000
31,Vice President&apos;s Oftice,(unknown),Services Unit,Training Dolnestic,0,500000,5500000
31,Vice President&apos;s Oftice,(unknown),Services Unit,Travel Ln - Country,0,13170000,16620000
31,Vice President&apos;s Oftice,(unknown),Services Unit,Communications &amp; Information,1,0,0
31,Vice President&apos;s Oftice,(unknown),Services Unit,Other Operating Expenses,0,3500000,0
31,Vice President&apos;s Oftice,(unknown),Services Unit,Routine Maintenance And Repair Of Ofllce Equipment,0,2000000,4000000
31,Vice President&apos;s Oftice,(unknown),Services Unit,Acquisition Ofoflice And General Equipment,0,2000000,7000000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Basic Salaries Pensionable Posts,136264620,128365000,200740000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Personal Allowances Ln-kind,40902676,51240000,50880000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Clothingbedding Footwear And Services,13392000,2000000,5000000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Training Domestic,26162500,16750000,18300000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Travel Ln - Country,80789500,116630000,126030000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Educational Material. Supplies And Services,19839972,24000000,0
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Other Operating Expenses,3800000,6500000,0
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Routine Maintenance And Repair Of Office Equipment,0,4000000,2400000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Current Grants To Other Levels Of Govemment,33815923360,32625766000,32627535000
31,Vice President&apos;s Oftice,Union Coordination,Union Secretariat,Acquisition Of Office And General Equipment,4914000,7500000,15500000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Personal Allowances Ln-kind,16384100,25680000,32880000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,• ; Fuel. Oils .lubricants,83652000,65850000,68750000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,. •training Domestic,2635000,35040000,13960000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Travel In - Country,109699904,83075000,92150000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Communications &amp; Information,21451799,18200000,19530000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Hospitality Supplies And Services,54717358,20500000,17550000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Other Operating Expenses,7200000,4000000,8000000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Routine Maintenance And Repair Of Office Equipment,0,10400000,3000000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Current Grant To International Organizations,137245000,360000000,660000000
31,Vice President&apos;s Oftice,Environmental Protection,Environment,Acquisition Of Household &amp; Institutional Equipment,0,2000000,2000000
