id,vote,program,subvote,item,fy12,fy13,fy14
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Training Domestic,0,28800000,17200000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Communications &amp; Information,12549999,7200000,11800000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Routine Maintenance And Repair Of Vehicles And,10493964,8000000,4000000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Routine Maintenance And Repair Of Office Equipment,3600000,1500000,3000000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Other Routine Maintenance Expenses Not Elsewhere,0,0,1679000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Acquisition Of Household &amp; Lnstitiifional Equipment,1000000,0,0
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Personnel Allowances (non-discretionary),41443666,29033000,50954000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Utilities Supplies And Services,1296457,4800000,1200000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Rental Expenses,66854040,83400000,81600000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Travel Ln - Country,21990500,27100000,39800000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Other Operating Expenses,500000,2979000,0
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Routine Maintenance And Repair Of Machinery,1500000,0,0
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Routine Maintenance And Repair Of Office Equipment,0,0,8000000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Acquisition Of Household &amp; Institutional Equipment,0,0,1000000
35,Public Prosecutions Division,(unknown),Zonal Office Moshi,Rehabilitation And Other Civil Works,1000000,0,0
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Basic Salaries Pensionable Posts,202364000,237628800,224014000
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Office And General Supplies And Services,23191590,23615800,23800000
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Fuel Oils lubricants,17277922,20800000,27150000
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Training Domestic,0,25783200,9400000
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Travel Out Of Country,0,1600000,0
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Hospitality Supplies And Services,5998276,7700000,8400000
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Routine Maintenance And Repair Of Buildings,0,0,1000000
35,Public Prosecutions Division,(unknown),Zonal Office Mbeya,Routine Maintenance And Repair Of Office Equipment,2199600,0,2000000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Basic Salaries Pensionable Posts !&quot; Public Se,8,1946800,96845000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Office And General Supplies And Services,5945538,10855000,28608000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Fuel Oils lubricants,15400000,27520000,13500000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Rental Expenses,53164800,59600000,65040000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,&apos; Training Foreign,0,0,7000000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Communications &amp; Information,4263083,5600000,4800000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Other Supplies And Services,0,0,1000000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Routine Maintenance And Repair Of Vehicles And,5962578,14000000,9400000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Routine Maintenance And Repair Of Office Equipment,1352000,0,2200000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Acquisition Ofhousehold &amp; Institutional Equipment,0,0,4105000
35,Public Prosecutions Division,(unknown),Zonal Office Mtwara,Rehabilitation And Other Civil Works,0,1,0
35,Public Prosecutions Division,(unknown),Zonal Office Mwanza,Office And General Supplies And Services,23815086,16800000,28000000
35,Public Prosecutions Division,(unknown),Zonal Office Mwanza,Clothingbedding Footwear And Services,1350000,2200000,2400000
35,Public Prosecutions Division,(unknown),Zonal Office Mwanza,Training Domestic,0,30000000,33500000
35,Public Prosecutions Division,(unknown),Zonal Office Mwanza,Acquisition Of Office And General Equipment,0,0,4000000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Basic Salaries Pensionable Posts,111126000,111200400,140510000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Personal Allowances Ln-kind,0,1800000,0
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Utilities Supplies And Services,1950000,2400000,1800000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Clothingbedding Footwear And Services,200000,1600000,1000000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,. I Training Domestic,0,14000000,8400000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Travel In - Country,13042886,23750000,33592000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Hospitality Supplies And Services,6900600,7700000,8100000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Routine Maintenance And Repair Of Office Equipment,0,6000000,8000000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Acquisition Of Office And General Equipment,0,1200000,0
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Personnel Allowances (non-discretionary),7072872,24400000,19350000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Training Domestic,0,14149000,8550000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Communications &amp; Information,3529900,8400000,6000000
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Other Operating Expenses,500000,1070000,0
35,Public Prosecutions Division,(unknown),Zonal Office Ruvuma,Rehabilitation And Other Civil Works,400000,0,2504000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Basic Salaries Pensionable Posts,213516000,214886800,227748000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Utilities Supplies And Services,1200000,5400000,3600000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Clothingbedding Footwear And Services,0,1000000,1800000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Training Domestic,0,49277000,0
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Hospitality Supplies And Services,4510860,8900000,11300000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Routine Maintenance And Repair Of Vehicles And,12899397,18000000,16000000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Routine Maintenance And Repair Of Office Equipment,0,0,8000000
35,Public Prosecutions Division,(unknown),Zonal Office Tabora,Acquisition Ofhousehold &amp; Institutional Equipment,0,1155000,5000000
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Basic Salaries Pensionable Posts,226612344,239439600,235699000
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Utilities Supplies And Services,4069008,1800000,0
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Clothingbedding Footwear And Services,1100000,0,2800000
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Training Domestic,0,30000000,42664000
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Communications &amp; Information,12270000,10200000,13200000
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Other Operating Expenses,0,850000,0
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Routine Maintenance And Repair Of Office Equipment,70000,1800000,4200000
35,Public Prosecutions Division,(unknown),Zonal Office Tanga,Acquisition Of Household &amp; Institutional Equipment,900000,2800000,7080000
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,Office And General Supplies And Services,5494120,8200000,10133000
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,Fuel Oils lubricants,8165095,20220000,20625000
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,Training Domestic,0,15975000,0
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,Hospitality Supplies And Services,6679048,8900000,8300000
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,Routine Maintenance And Repair Of Office Equipment,1000000,0,5000000
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,Acquisition Ofhousehold &amp; Institutional Equipment,0,1100000,3173000
35,Public Prosecutions Division,(unknown),Zonal Office Shlnyanga,; Rehabilitation And Other Civil Works,0,0,2000000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Basic Salaries Pensionable Posts,53061000,67285200,67832000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Office And General Supplies And Services,5551598,8800000,10248000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Fuel Oils lubricants,8382631,16160000,14075000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Rental Expenses,16800000,19200000,18564000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Travel In - Country,22745000,32400000,40730000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Communications &amp; Information,2850000,4800000,5268000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Routine Maintenance And Repair Of Vehicles And,7692505,6000000,8000000
35,Public Prosecutions Division,(unknown),Zonal Office Singida,Acquisition Of Office And General Equipment,4000000,0,1001000
35,Public Prosecutions Division,(unknown),Zonal Office Lindi,Basic Salaries Pensionable Posts,35820000,44456400,45566000
35,Public Prosecutions Division,(unknown),Zonal Office Lindi,Office And General Supplies And Services,2316632,3000000,4900000
35,Public Prosecutions Division,(unknown),Zonal Office Lindi,Fuel Oils lubricants,8900000,13490000,16250000
35,Public Prosecutions Division,(unknown),Zonal Office Lindi,Rental Expenses,5700000,8200000,7200000
35,Public Prosecutions Division,(unknown),Zonal Office Lindi,Communications &amp; Information,2806387,5280000,4320000
35,Public Prosecutions Division,(unknown),Zonal Office Lindi,Routine Maintenance And Repair Of Vehicles And,2681053,7000000,9019000
35,Public Prosecutions Division,(unknown),Zonal Office Mara,Basic Salaries Pensionable Posts,71560000,103029600,87153000
35,Public Prosecutions Division,(unknown),Zonal Office Mara,Fuel Oils lubricants,10652825,16050000,17875000
35,Public Prosecutions Division,(unknown),Zonal Office Mara,Rental Expenses,16800000,10800000,14400000
35,Public Prosecutions Division,(unknown),Zonal Office Mara,Hospitality Supplies And Services,4600000,5300000,7000000
35,Public Prosecutions Division,(unknown),Zonal Office Mara,Routine Maintenance And Repair Of Vehicles And,395640131,12850000,15600000
35,Public Prosecutions Division,(unknown),Zonal Office Mara,Rehabilitation And Other Civil Works,0,0,1000000
35,Public Prosecutions Division,(unknown),Manyara,; &apos; &quot;fuel Oils lubricants,0,0,17835000
35,Public Prosecutions Division,(unknown),Manyara,Travel In - Country,0,0,22000000
35,Public Prosecutions Division,(unknown),Manyara,Hospitality Supplies And Services,0,0,5300000
35,Public Prosecutions Division,(unknown),Manyara,Routine Maintenance And Repair Of Office Equipment,0,4002307001,0
35,Public Prosecutions Division,(unknown),Manyara,Acquisition Of Office And General Equipment,0,0,4000000
35,Public Prosecutions Division,(unknown),Kigoma,Basic Salaries Pensionable Posts,0,0,33360000
35,Public Prosecutions Division,(unknown),Kigoma,Office And General Supplies And Services,0,0,8400000
35,Public Prosecutions Division,(unknown),Kigoma,Fuel Oils lubricants,0,0,14115000
35,Public Prosecutions Division,(unknown),Kigoma,Travel In - Country,0,0,12100000
35,Public Prosecutions Division,(unknown),Kigoma,Hospitality Supplies And Services,0,0,4100000
35,Public Prosecutions Division,(unknown),Kigoma,Acquisition Of Household &amp; Institutional Equipment,0,0,5900000
35,Public Prosecutions Division,(unknown),Pwani,Basic Salaries Pensionable Posts,0,0,50292000
35,Public Prosecutions Division,(unknown),Pwani,Office And General Supplies And Services,0,0,3960000
35,Public Prosecutions Division,(unknown),Pwani,Fuel Oils lubricants,0,0,9000000
35,Public Prosecutions Division,(unknown),Pwani,Travel Ln - Country,0,0,8714000
35,Public Prosecutions Division,(unknown),Pwani,Hospitality Supplies And Services,0,0,6500000
35,Public Prosecutions Division,(unknown),Pwani,Routine Maintenance And Repair Of Office Equipment,0,0,1000000
35,Public Prosecutions Division,(unknown),Njombe,Basic Salaries Pensionable Posts,0,0,24348000
35,Public Prosecutions Division,(unknown),Njombe,Office And General Supplies And Services,0,0,4200000
35,Public Prosecutions Division,(unknown),Njombe,Fuel Oils lubricants,0,0,9980000
35,Public Prosecutions Division,(unknown),Njombe,Travel Ln - Country,0,0,11151000
35,Public Prosecutions Division,(unknown),Njombe,&quot; &quot; Hospitality Supplies And Services,0,0,3600000
35,Public Prosecutions Division,(unknown),Morogoro,Basic Salaries Pensionable Posts,0,0,64836000
35,Public Prosecutions Division,(unknown),Morogoro,Office And General Supplies And Services,0,0,2040000
35,Public Prosecutions Division,(unknown),Morogoro,Fuel Oils lubricants,0,0,7700000
35,Public Prosecutions Division,(unknown),Morogoro,Communications &amp; Information,0,0,4800000
35,Public Prosecutions Division,(unknown),Morogoro,Routine Maintenance And Repair Of Vehicles And,0,0,7000000
35,Public Prosecutions Division,(unknown),Morogoro,Routine Maintenance And Repair Of Office Equipment,0,0,1000000
35,Public Prosecutions Division,(unknown),Morogoro,Acquisition Ofoffice And General Equipment,0,0,3260000
