id,vote,program,subvote,item,fy12,fy13,fy14
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Training Foreign,7379818,7500000,13000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Travel Out Oi&quot;country,20000000,20000000,14960000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Educational Material Supplies And Services,4800000,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Other Operating Expenses,0,2000000,2000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Routine Maintenance And Repair Of Office,0,4400000,3000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Acquisition &quot;of Vehicles And Transpotation,0,0,70000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Procurement Management Unit,Acquisition Oi&apos;ot&apos;tice And General Equipment,19776200,13197600,7050000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Basic Salaries Pcnsionablc Posts,38554213,58204600,72960000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Office And General Supplies And Services L,20000011000000,31,250000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Clothingbcdding Footwear And Services,5940000,6000000,9000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Training Domestic,0,9996000,9583500
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Travel Ln - Country,4800000,11400000,34750000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Communications &amp; Lnlbrmation,2920070,3000000,3000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Acquisition Of Vehicles And Transpotation,0,70000000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Unit,Acquisition Ofot&apos;licc And General Equipment,0,0,5000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Management Information Systems,Basic Salaries Pcnsionablc Posts,0,34394200,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Management Information Systems,Rental Expenses,2480000,2000000011,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Management Information Systems,Training Foreign,8275000,22000000,14000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Management Information Systems,Travel Out Ot&apos; Country,4977893,20000000,20000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Management Information Systems,Routine Maintenance And Repair Of Vehicles And,0,12000000,12000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Administration,Management Information Systems,Acquisition Ot&apos;ol&quot;licc And General Equipment,89237740,58000000,30000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Personal Allowances In-kind,53997336,74942020,234000290
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Utilities Supplies And Services,9899219,14400000,37200000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Military Supplies And Services,0,45000000,50000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Rental Expenses,5050000,8400000,5750000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Training Foreign,0,8000000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Travel Out Ot&apos;country,48874239,58335000,60280000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Hospitality Supplies And Services,5000000,34670000,48575000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Food Supplies And Services,0,20000000,20000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Routine Maintenance And Repair Of Buildings,5734800,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Routine Maintenance And Repair Of Machinery I L,499980,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Routine Maintenance And Repair Ot&quot; Office,0,14400000,6400000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Current Subsidies Non Prolit Organizations,320000000,250000000,480000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Acquisition Of Vehicles And Transpotation,36390,1674,20503307001110000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Acquisition Of Specialized Equipment,0,80000001,600000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,Feasibility Studies Project Preparation And Design,0,52600000,33641600
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Wildlife Development,Management Information Systems,New Construction And Other Civil Works,32999379,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Basic Salaries Pensionablc Posts,7814787910,8629693120,8427193720
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Personnel Allowances (non-discretionary),128929934,66400000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Personal Allowances Ln-kind,14580000,53460000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Utilities Supplies And Services,3729899,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Clothing.bcdding Footwear And Services &apos;,2279800,32000000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Training Foreign,34909462,23500000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,travel Out Of Country,70595532,83544000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Printing. Advcrtizing And Lnfonnation Supplies And,2800000,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Other Operating Expenses,240000000,244400000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Current Grant To Lntcmational Organizations,10443164,0,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Acquisition Ofvchicles And Transpotation,0,320000000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Natural Resources Development,Forestry And Beekeeping,Acquisition Of Ollice And General Equipment,35000000,8000000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Basic Salaries Pensionablc Posts,404967000,369007200,388481200
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Oflice And General Supplies And Services,143609000,148144800,220620000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Clothing.bedding Footwear And Services,155364778,65000000,68000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Training Foreign,12945800,62700000,39000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Hospitality Supplies And Services,301800000,65920175,100800305
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Routine Maintenance And Repair Ofvehiclcs And,48281565,70000000,77000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Current Grant To International Organizations,38682160,170000000,170000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Current Grant To Non Financial Public Units,5109252004,5670531500,5417001500
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Acquisition Ofvehicles And Transpotation,0,200000000,150000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Tourism,Rehabilitation And Other Civil Works,90395000,6000000,38680000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Basic Salaries Pcnsionablc Posts,326152950,671247796,518306000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Personal Allowances Ln-kind,83135000,87280000,66160000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Utilities Supplies And Services,17855726,8971200,24480000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,; &apos; Clothingbedding Footwear And Services,150000,8400000,4500000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Training Foreign,10080500,13500000,56400000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Communications &amp; Information,19543682,26865720,39400000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Other Operating Expenses,1316929,283128160,56000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Routine Maintenance And Repair Of Vehicles And,95469496,79028000,76800000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Current Grant To International Organizations,50000000,82400000,100000000
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Acquisition Of Vehicles And Transpotation,0,8500000,0
69,Ministry Of Natural Resources And &apos;i&apos;onris;;:,Tourism Development,Antiquities Unit,Acquisition Ofoflice And General Equipment,0,0,15000000
